,sigma,function,mae_nn_interp.,mae_nn_extrap.,mae_mdl_interp.,mae_mdl_extrap.,rmse_nn_interp.,rmse_nn_extrap.,rmse_mdl_interp.,rmse_mdl_extrap.,r
102,0.02,8,0.008044790213053366,0.056238737680288475,3.579057474448666e-06,5.761648405132126e-06,0.012287360139938782,0.06160486938574647,3.7944683110082846e-06,5.766710310739888e-06,0
103,0.02,8,0.008472321744786192,0.04621114285340402,0.006231324635737512,0.01003132861253993,0.013030276536623128,0.051408485393674874,0.006606366071146631,0.010040141652659165,1
104,0.02,8,0.014252467273463812,0.028439457479443358,0.0018035738886850263,0.002903434407932226,0.019704540016737316,0.029707634369825743,0.001912124635054349,0.0029059852249684356,2
105,0.04,8,0.016112489563504008,0.032819986375380784,0.005957237242265052,0.009590096471189326,0.019663029427032127,0.03868502159167967,0.006315782324894542,0.009598521866090882,0
106,0.04,8,0.016635940939091588,0.03782720167805457,0.002478138713330422,0.0039893642578504454,0.02310135638335669,0.03833998382831619,0.0026272891355151448,0.003992869120328055,1
107,0.04,8,0.014493928457818007,0.015019569773672147,0.0034124385253460504,0.005493421418219188,0.02172906543386664,0.01516467129864109,0.003617821155461533,0.0054982476725689965,2
108,0.06,8,0.009420409456504351,0.09678980573785094,0.0012254660897009202,0.0019727832793065797,0.013487963416126294,0.10283098492242035,0.0012992225681695137,0.0019745164712753243,0
109,0.06,8,0.009100188478792168,0.009927362322284902,0.0022022398480561573,0.0035452159678511946,0.012505214910657914,0.013170981300761006,0.002334784891367377,0.0035483306231239727,1
110,0.06,8,0.011216385711212404,0.02029686311521077,0.00460578336833168,0.0074144951814788295,0.014242736050995061,0.02664130091363561,0.004882989212452826,0.0074210091983176905,2
111,0.08,8,0.01670851838084892,0.02863176852124984,0.002970877748579701,0.004782586802293672,0.02052126634278559,0.03111720773488258,0.0031496843940980973,0.004786788551731892,0
112,0.08,8,0.04620433825348927,0.059053257901479854,0.008094262355781779,0.01303032827102071,0.05379767985269026,0.059510571805627334,0.008581427437035983,0.013041776087182943,1
113,0.08,8,0.016913738536716454,0.0712560562626372,0.0013989252050046039,0.0022520217218798453,0.019847981087603085,0.07501650527114298,0.0014831215753727783,0.002254000239237905,2
114,0.1,8,0.030190342593023643,0.10821575259924841,0.0015692562207911653,0.002526224478459619,0.03941565639594844,0.11375165938754053,0.0016637042137900913,0.0025284438970968504,0
115,0.1,8,0.015345917524935224,0.03211136963439748,0.0010842041177341064,0.001745376532893845,0.02586163159113565,0.03246405226863596,0.001149458536715813,0.0017469099362945,1
116,0.1,8,0.013114400987766756,0.037130299640559035,0.009796710378789058,0.01577096795244753,0.02200175445407949,0.04137297155528247,0.010386339797496678,0.015784823562073395,2
117,0.12,8,0.04277778356744725,0.08026130922769265,0.017030943251698356,0.027416801133983097,0.05613538000700305,0.08655894244717215,0.018055975612692045,0.02744088820935144,0
118,0.12,8,0.014817081913126473,0.07574819731660708,0.002880664804161477,0.004637359945491193,0.02054817107358027,0.07968485362515869,0.0030540418509757607,0.004641434105637424,1
119,0.12,8,0.03681692847561076,0.14243316580733167,0.022460632656380822,0.03615763905631188,0.04658263762294015,0.1483563330227004,0.0238124588577209,0.03618940540909806,2
